insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
2019-04-22 13:00:49,MADRID,SEVILLA,2019-05-01 18:00:00,2019-05-01 20:32:00,AVE,76.3,Turista,Flexible
2019-05-08 04:48:55,MADRID,SEVILLA,2019-05-23 18:35:00,2019-05-23 21:08:00,ALVIA,,Turista,Flexible
2019-04-23 16:34:31,MADRID,VALENCIA,2019-05-16 12:21:00,2019-05-16 19:04:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-26 05:05:00,MADRID,SEVILLA,2019-05-06 13:00:00,2019-05-06 15:40:00,AVE,53.4,Turista,Promo
2019-05-05 11:29:03,VALENCIA,MADRID,2019-05-13 07:40:00,2019-05-13 09:20:00,AVE,51.15,Turista,Promo
2019-04-13 20:22:49,SEVILLA,MADRID,2019-05-06 14:45:00,2019-05-06 17:15:00,AVE,76.3,Turista,Flexible
2019-04-15 08:19:03,SEVILLA,MADRID,2019-05-21 19:19:00,2019-05-21 21:59:00,INTERCITY,62.2,Turista,Flexible
2019-04-22 04:20:51,VALENCIA,MADRID,2019-05-28 14:50:00,2019-05-28 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-28 07:41:48,MADRID,VALENCIA,2019-05-07 16:45:00,2019-05-07 18:50:00,ALVIA,46.15,Preferente,Promo
2019-04-27 07:12:46,BARCELONA,MADRID,2019-05-23 18:25:00,2019-05-23 20:55:00,AVE,68.65,Turista,Promo
2019-04-17 13:09:10,MADRID,BARCELONA,2019-04-26 06:30:00,2019-04-26 09:20:00,AVE,66.75,Turista,Promo
2019-04-21 23:15:22,VALENCIA,MADRID,2019-04-29 16:15:00,2019-04-29 17:55:00,AVE,27.8,Turista,Promo
2019-04-21 16:23:36,MADRID,VALENCIA,2019-04-26 16:55:00,2019-04-26 21:58:00,AVE-LD,,Turista,Flexible
2019-04-24 09:43:43,BARCELONA,MADRID,2019-05-23 18:00:00,2019-05-23 21:10:00,AVE,90.5,Turista Plus,Promo
2019-04-15 22:09:32,VALENCIA,MADRID,2019-04-17 19:10:00,2019-04-17 20:50:00,AVE,66.55,Preferente,Promo
2019-04-28 23:13:42,MADRID,SEVILLA,2019-05-08 20:35:00,2019-05-08 23:15:00,AVE,53.4,Turista,Promo
2019-04-12 08:05:18,MADRID,SEVILLA,2019-05-21 07:00:00,2019-05-21 09:32:00,AVE,60.3,Turista,Promo
2019-04-12 12:08:39,MADRID,BARCELONA,2019-05-13 17:00:00,2019-05-13 19:30:00,AVE,,Turista,Promo
2019-04-21 11:45:45,BARCELONA,MADRID,2019-04-30 18:00:00,2019-04-30 21:10:00,AVE,102.15,Turista Plus,Promo
2019-04-29 19:22:56,VALENCIA,MADRID,2019-05-16 09:00:00,2019-05-16 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-23 00:45:55,MADRID,BARCELONA,2019-05-02 16:30:00,2019-05-02 19:15:00,AVE,66.75,Turista,Promo
2019-04-21 07:53:47,VALENCIA,MADRID,2019-05-14 14:50:00,2019-05-14 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-17 22:21:41,MADRID,PONFERRADA,2019-04-23 14:40:00,2019-04-23 18:52:00,AVE-LD,62.4,Turista con enlace,Flexible
2019-04-28 01:24:41,VALENCIA,MADRID,2019-05-20 14:50:00,2019-05-20 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-29 07:30:05,MADRID,VALENCIA,2019-05-23 17:40:00,2019-05-23 19:20:00,AVE,66.55,Preferente,Promo
2019-04-28 19:00:49,MADRID,SEVILLA,2019-05-06 07:00:00,2019-05-06 09:32:00,AVE,76.3,Turista,Flexible
2019-04-21 02:53:55,MADRID,BARCELONA,2019-05-22 17:00:00,2019-05-22 19:30:00,AVE,100.4,Turista,Promo
2019-04-17 16:31:25,VALENCIA,MADRID,2019-04-30 06:38:00,2019-04-30 14:20:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-18 20:32:37,MADRID,VALENCIA,2019-06-02 20:40:00,2019-06-02 22:24:00,AVE,39.45,Turista,Promo
2019-05-01 17:04:02,BARCELONA,MADRID,2019-05-25 06:05:00,2019-05-25 09:15:00,AVE,75.4,Turista,Promo
2019-04-28 21:09:40,VALENCIA,MADRID,2019-05-19 17:30:00,2019-05-19 19:43:00,INTERCITY,55.4,Turista,Flexible
2019-04-12 15:07:25,MADRID,VALENCIA,2019-04-25 11:55:00,2019-04-25 13:35:00,AVE,,Turista,Promo
2019-05-02 23:31:20,PONFERRADA,MADRID,2019-05-13 06:11:00,2019-05-13 10:15:00,ALVIA,39.05,Turista,Promo
2019-04-19 07:09:13,VALENCIA,MADRID,2019-05-17 07:10:00,2019-05-17 08:51:00,AVE,51.15,Turista,Promo
2019-04-21 03:20:47,MADRID,PONFERRADA,2019-05-13 17:30:00,2019-05-13 21:33:00,ALVIA,33.5,Turista,Promo
2019-04-19 20:18:50,SEVILLA,MADRID,2019-05-15 21:00:00,2019-05-15 23:52:00,AV City,49.15,Turista,Promo
2019-04-26 21:33:03,SEVILLA,MADRID,2019-05-03 16:45:00,2019-05-03 19:17:00,AVE,76.3,Turista,Flexible
2019-04-24 03:14:23,MADRID,BARCELONA,2019-04-28 16:00:00,2019-04-28 18:30:00,AVE,70.15,Turista Plus,Promo
2019-04-14 04:08:07,MADRID,BARCELONA,2019-05-06 10:30:00,2019-05-06 13:15:00,AVE,80.15,Turista Plus,Promo
2019-04-17 10:32:40,VALENCIA,MADRID,2019-05-19 17:30:00,2019-05-19 19:43:00,INTERCITY,43.75,Turista,Promo
2019-04-23 11:09:21,MADRID,SEVILLA,2019-05-20 21:25:00,2019-05-21 00:10:00,AV City,38.55,Turista,Promo
2019-04-21 08:42:10,MADRID,SEVILLA,2019-04-30 16:00:00,2019-04-30 18:30:00,AVE,91.5,Turista Plus,Flexible
2019-04-28 05:21:04,SEVILLA,MADRID,2019-04-28 12:40:00,2019-04-28 15:23:00,AVE,76.3,Turista,Flexible
2019-05-08 13:33:11,SEVILLA,MADRID,2019-05-10 16:45:00,2019-05-10 19:17:00,AVE,76.3,Turista,Flexible
2019-04-13 10:09:55,MADRID,SEVILLA,2019-05-25 08:30:00,2019-05-25 11:14:00,ALVIA,,Turista,Flexible
2019-04-27 07:32:12,MADRID,BARCELONA,2019-05-06 07:00:00,2019-05-06 09:30:00,AVE,106.75,Turista Plus,Promo
2019-04-14 18:07:15,BARCELONA,MADRID,2019-05-04 21:15:00,2019-05-05 00:02:00,AVE,58.15,Turista,Promo
2019-04-18 14:13:18,VALENCIA,MADRID,2019-05-02 07:10:00,2019-05-02 08:51:00,AVE,73.1,Turista,Flexible
2019-04-22 02:38:39,SEVILLA,MADRID,2019-04-24 21:00:00,2019-04-24 23:52:00,AV City,43.55,Turista,Promo
2019-04-17 19:28:21,SEVILLA,MADRID,2019-05-19 14:45:00,2019-05-19 17:15:00,AVE,76.3,Turista,Flexible
2019-04-12 11:21:36,MADRID,VALENCIA,2019-05-15 06:45:00,2019-05-15 08:38:00,AVE,,Turista,Promo
2019-04-22 05:12:20,VALENCIA,MADRID,2019-05-19 09:50:00,2019-05-19 16:58:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-08 15:32:24,PONFERRADA,MADRID,2019-05-16 11:28:00,2019-05-16 16:00:00,LD,57.0,Turista con enlace,Flexible
2019-04-21 15:31:57,MADRID,SEVILLA,2019-04-24 13:10:00,2019-04-24 20:51:00,MD-LD,34.35,Turista con enlace,Promo +
2019-04-16 01:25:05,VALENCIA,MADRID,2019-05-26 14:50:00,2019-05-26 22:17:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-12 15:27:04,SEVILLA,MADRID,2019-04-13 15:45:00,2019-04-13 18:15:00,AVE,,Turista,Flexible
2019-04-25 11:25:00,PONFERRADA,MADRID,2019-05-29 06:11:00,2019-05-29 10:15:00,ALVIA,27.9,Turista,Promo
2019-05-07 21:13:31,BARCELONA,MADRID,2019-06-19 06:05:00,2019-06-19 09:15:00,AVE,75.4,Turista,Promo
2019-04-22 03:27:34,BARCELONA,MADRID,2019-05-10 17:00:00,2019-05-10 19:45:00,AVE,75.4,Turista,Promo
2019-04-17 07:33:27,VALENCIA,MADRID,2019-05-01 14:10:00,2019-05-01 15:48:00,AVE,33.65,Turista,Promo
2019-04-13 10:01:33,MADRID,BARCELONA,2019-04-29 07:00:00,2019-04-29 09:30:00,AVE,,Turista Plus,Promo
2019-05-03 15:30:45,SEVILLA,MADRID,2019-05-05 16:15:00,2019-05-05 18:54:00,AVE,76.3,Turista,Flexible
2019-04-18 15:30:47,BARCELONA,MADRID,2019-04-23 12:00:00,2019-04-23 15:10:00,AVE,107.7,Turista,Flexible
2019-04-23 01:00:27,MADRID,SEVILLA,2019-04-30 19:00:00,2019-04-30 21:38:00,AVE,76.3,Turista,Flexible
2019-05-06 13:29:32,MADRID,SEVILLA,2019-05-12 18:35:00,2019-05-12 21:08:00,ALVIA,,Preferente,Promo
2019-05-09 01:37:36,VALENCIA,MADRID,2019-05-30 09:00:00,2019-05-30 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-23 06:20:28,VALENCIA,MADRID,2019-06-21 09:50:00,2019-06-21 16:58:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-25 19:28:18,VALENCIA,MADRID,2019-04-26 09:00:00,2019-04-26 11:33:00,ALVIA,71.0,Turista,Flexible
2019-04-27 21:04:41,MADRID,BARCELONA,2019-05-11 11:30:00,2019-05-11 14:40:00,AVE,107.7,Turista,Flexible
2019-04-21 23:34:49,MADRID,VALENCIA,2019-06-02 17:10:00,2019-06-02 18:54:00,AVE,66.55,Preferente,Promo
2019-04-16 08:07:37,PONFERRADA,MADRID,2019-05-19 17:15:00,2019-05-19 22:14:00,MD-AVE,40.6,Turista con enlace,Promo +
2019-04-18 23:21:34,VALENCIA,MADRID,2019-05-05 18:35:00,2019-05-05 20:21:00,AVE,73.1,Turista,Flexible
2019-05-05 15:21:55,SEVILLA,MADRID,2019-05-20 07:15:00,2019-05-20 09:55:00,AVE,69.4,Preferente,Promo
2019-04-27 19:00:26,MADRID,SEVILLA,2019-05-06 09:00:00,2019-05-06 11:38:00,AVE,76.3,Turista,Flexible
2019-04-30 23:01:20,MADRID,VALENCIA,2019-05-14 09:40:00,2019-05-14 11:24:00,AVE,39.45,Turista,Promo
2019-05-03 09:09:40,MADRID,BARCELONA,2019-05-06 07:15:00,2019-05-06 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-20 13:34:32,MADRID,SEVILLA,2019-05-01 09:00:00,2019-05-01 11:38:00,AVE,,Turista,Flexible
2019-04-18 11:30:21,MADRID,VALENCIA,2019-04-24 11:55:00,2019-04-24 13:35:00,AVE,33.65,Turista,Promo
2019-04-14 22:00:27,SEVILLA,MADRID,2019-05-23 14:58:00,2019-05-23 17:50:00,ALVIA,47.05,Turista,Promo
2019-04-13 22:04:01,MADRID,BARCELONA,2019-04-20 08:30:00,2019-04-20 11:15:00,AVE,75.4,Turista,Promo
2019-04-21 08:41:11,MADRID,VALENCIA,2019-05-08 09:10:00,2019-05-08 10:58:00,AVE,57.75,Turista,Promo
2019-04-12 03:06:39,MADRID,SEVILLA,2019-04-25 13:00:00,2019-04-25 15:40:00,AVE,47.3,Turista,Promo
2019-05-09 15:41:30,MADRID,VALENCIA,2019-07-02 06:08:00,2019-07-02 12:55:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-21 08:51:51,MADRID,BARCELONA,2019-05-15 15:30:00,2019-05-15 18:40:00,AVE,75.4,Turista,Promo
2019-04-18 14:28:42,MADRID,VALENCIA,2019-04-22 15:30:00,2019-04-22 22:31:00,AVE-MD,,Preferente,Promo
2019-04-13 04:04:46,MADRID,BARCELONA,2019-04-29 08:00:00,2019-04-29 10:30:00,AVE,,Turista,Promo
2019-05-08 05:05:51,BARCELONA,MADRID,2019-05-30 07:05:00,2019-05-30 09:50:00,AVE,80.15,Turista Plus,Promo
2019-05-07 05:13:47,MADRID,VALENCIA,2019-05-24 16:30:00,2019-05-24 22:47:00,REGIONAL,28.35,Turista,Adulto ida
2019-05-04 11:46:18,BARCELONA,MADRID,2019-05-18 21:15:00,2019-05-19 00:02:00,AVE,66.75,Turista,Promo
2019-04-12 18:29:39,MADRID,SEVILLA,2019-04-15 11:00:00,2019-04-15 13:32:00,AVE,,Preferente,Promo
2019-04-12 11:25:52,SEVILLA,MADRID,2019-05-07 09:40:00,2019-05-07 12:23:00,AVE,,Turista,Flexible
2019-04-26 11:10:49,VALENCIA,MADRID,2019-05-08 06:30:00,2019-05-08 08:22:00,AVE,45.3,Turista,Promo
2019-04-26 21:16:53,BARCELONA,MADRID,2019-04-30 12:50:00,2019-04-30 15:45:00,AVE-TGV,102.15,Turista Plus,Promo
2019-04-17 03:39:51,MADRID,SEVILLA,2019-04-23 07:00:00,2019-04-23 09:32:00,AVE,76.3,Turista,Flexible
2019-04-22 10:38:44,BARCELONA,MADRID,2019-05-17 17:00:00,2019-05-17 19:45:00,AVE,66.75,Turista,Promo
2019-04-12 04:10:53,MADRID,SEVILLA,2019-05-24 09:00:00,2019-05-24 11:38:00,AVE,60.3,Turista,Promo
2019-04-22 22:37:35,MADRID,BARCELONA,2019-05-28 07:00:00,2019-05-28 09:30:00,AVE,94.55,Turista Plus,Promo
2019-04-12 04:06:52,MADRID,SEVILLA,2019-05-08 13:30:00,2019-05-08 16:05:00,ALVIA,,Turista,Promo
2019-04-24 01:39:40,MADRID,VALENCIA,2019-05-28 14:10:00,2019-05-28 16:03:00,AVE,21.95,Turista,Promo
2019-04-18 23:12:50,MADRID,VALENCIA,2019-05-30 11:10:00,2019-05-30 13:25:00,INTERCITY,29.9,Turista,Promo
2019-04-19 23:45:20,MADRID,PONFERRADA,2019-04-21 17:30:00,2019-04-21 21:33:00,ALVIA,55.8,Turista,Flexible
2019-04-20 19:12:15,VALENCIA,MADRID,2019-05-11 08:00:00,2019-05-11 09:53:00,AVE,58.95,Preferente,Promo
2019-04-21 14:23:56,SEVILLA,MADRID,2019-05-07 11:45:00,2019-05-07 14:17:00,AVE,76.3,Turista,Flexible
2019-04-21 11:06:14,MADRID,SEVILLA,2019-05-12 11:00:00,2019-05-12 13:32:00,AVE,76.3,Turista,Flexible
2019-04-15 13:24:33,SEVILLA,MADRID,2019-04-26 13:40:00,2019-04-26 16:10:00,AVE,76.3,Turista,Flexible
2019-04-15 04:27:13,MADRID,VALENCIA,2019-04-17 15:10:00,2019-04-17 17:20:00,INTERCITY,55.4,Turista,Flexible
2019-05-04 07:29:18,MADRID,BARCELONA,2019-05-13 20:30:00,2019-05-13 23:40:00,AVE,66.75,Turista,Promo
2019-05-09 05:07:32,MADRID,SEVILLA,2019-06-06 10:00:00,2019-06-06 12:32:00,AVE,41.2,Turista,Promo
2019-04-21 21:12:44,VALENCIA,MADRID,2019-05-23 06:20:00,2019-05-23 10:36:00,INTERCITY,17.15,Turista,Promo
2019-04-30 15:25:34,VALENCIA,MADRID,2019-05-14 12:40:00,2019-05-14 14:20:00,AVE,33.65,Turista,Promo
2019-04-24 03:17:56,MADRID,BARCELONA,2019-04-24 06:10:00,2019-04-24 08:40:00,AVE,,Turista,Flexible
2019-04-26 15:11:06,SEVILLA,MADRID,2019-04-26 20:15:00,2019-04-26 22:36:00,AVE,76.3,Turista,Flexible
2019-04-28 15:12:34,MADRID,BARCELONA,2019-05-27 08:30:00,2019-05-27 11:15:00,AVE,85.1,Turista,Promo
2019-04-23 01:00:43,MADRID,SEVILLA,2019-04-29 17:00:00,2019-04-29 19:38:00,AVE,53.4,Turista,Promo
2019-04-20 09:06:38,BARCELONA,MADRID,2019-04-29 09:03:00,2019-04-29 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-12 23:36:46,MADRID,BARCELONA,2019-05-29 06:10:00,2019-05-29 08:40:00,AVE,,Turista,Promo
2019-04-21 19:17:51,SEVILLA,MADRID,2019-05-24 19:15:00,2019-05-24 21:36:00,AVE,53.4,Turista,Promo
2019-04-30 07:46:03,MADRID,VALENCIA,2019-04-30 17:40:00,2019-04-30 19:20:00,AVE,,,
2019-04-17 11:44:02,MADRID,PONFERRADA,2019-05-10 17:30:00,2019-05-10 21:33:00,ALVIA,55.8,Turista,Flexible
2019-05-05 21:21:55,PONFERRADA,MADRID,2019-05-23 11:44:00,2019-05-23 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
2019-04-23 10:10:26,VALENCIA,MADRID,2019-05-07 08:00:00,2019-05-07 09:47:00,AVE,33.65,Turista,Promo
2019-04-24 05:03:29,MADRID,SEVILLA,2019-05-26 18:35:00,2019-05-26 21:08:00,ALVIA,,Turista,Promo
2019-04-17 20:14:13,MADRID,VALENCIA,2019-05-24 06:45:00,2019-05-24 08:38:00,AVE,33.65,Turista,Promo
2019-04-29 17:34:34,SEVILLA,MADRID,2019-05-19 07:00:00,2019-05-19 10:02:00,AV City,49.15,Turista,Promo
2019-04-25 21:23:00,SEVILLA,MADRID,2019-05-28 14:58:00,2019-05-28 17:50:00,ALVIA,47.05,Turista,Promo
2019-04-15 02:30:29,BARCELONA,MADRID,2019-04-25 15:25:00,2019-04-25 17:55:00,AVE,70.15,Turista Plus,Promo
2019-05-09 19:45:09,MADRID,BARCELONA,2019-06-12 17:00:00,2019-06-12 19:30:00,AVE,100.4,Turista,Promo
2019-04-15 20:20:05,MADRID,VALENCIA,2019-05-24 17:40:00,2019-05-24 19:20:00,AVE,66.55,Preferente,Promo
2019-04-27 09:06:26,MADRID,SEVILLA,2019-05-16 06:20:00,2019-05-16 09:16:00,AV City,43.55,Turista,Promo
2019-04-16 01:23:49,VALENCIA,MADRID,2019-06-11 14:50:00,2019-06-11 22:30:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-28 19:15:07,MADRID,BARCELONA,2019-05-29 21:25:00,2019-05-29 23:55:00,AVE,75.4,Turista,Promo
2019-04-14 08:17:52,MADRID,SEVILLA,2019-05-31 16:00:00,2019-05-31 18:30:00,AVE,76.3,Turista,Flexible
2019-04-22 22:32:12,MADRID,VALENCIA,2019-05-23 09:40:00,2019-05-23 11:24:00,AVE,39.45,Turista,Promo
2019-04-23 23:17:24,SEVILLA,MADRID,2019-05-13 08:35:00,2019-05-13 15:26:00,LD-MD,34.35,Turista con enlace,Promo +
2019-04-19 09:45:13,MADRID,BARCELONA,2019-05-10 16:00:00,2019-05-10 18:30:00,AVE,88.95,Turista,Promo
2019-04-18 15:32:23,BARCELONA,MADRID,2019-05-23 08:00:00,2019-05-23 11:10:00,AVE,85.1,Turista,Promo
2019-04-16 16:45:08,MADRID,BARCELONA,2019-04-27 16:30:00,2019-04-27 19:15:00,AVE,66.75,Turista,Promo
2019-05-01 09:13:54,MADRID,BARCELONA,2019-05-21 18:00:00,2019-05-21 20:30:00,AVE,127.1,Turista,Flexible
2019-04-23 07:03:08,SEVILLA,MADRID,2019-04-27 09:50:00,2019-04-27 12:36:00,ALVIA,,Turista,Flexible
2019-04-17 08:16:22,MADRID,VALENCIA,2019-06-01 19:40:00,2019-06-01 21:29:00,AVE,45.3,Turista,Promo
2019-04-25 09:19:32,BARCELONA,MADRID,2019-05-13 11:00:00,2019-05-13 13:45:00,AVE,66.75,Turista,Promo
2019-04-16 00:22:39,MADRID,BARCELONA,2019-05-12 10:30:00,2019-05-12 13:15:00,AVE,85.1,Turista,Promo
2019-04-16 08:29:19,MADRID,BARCELONA,2019-05-15 21:25:00,2019-05-15 23:55:00,AVE,49.55,Turista,Promo
2019-04-27 17:31:55,MADRID,SEVILLA,2019-05-31 13:00:00,2019-05-31 15:40:00,AVE,60.3,Turista,Promo
2019-04-18 22:44:58,MADRID,VALENCIA,2019-05-07 19:40:00,2019-05-07 21:29:00,AVE,45.3,Turista,Promo
2019-04-20 17:01:37,MADRID,BARCELONA,2019-04-24 06:10:00,2019-04-24 08:40:00,AVE,,Turista,Flexible
2019-04-12 19:11:06,MADRID,VALENCIA,2019-05-23 17:40:00,2019-05-23 19:20:00,AVE,,Preferente,Promo
2019-05-08 21:23:51,SEVILLA,MADRID,2019-06-07 18:45:00,2019-06-07 21:17:00,AVE,47.3,Turista,Promo
2019-05-02 01:30:44,PONFERRADA,MADRID,2019-05-05 11:28:00,2019-05-05 16:00:00,LD,,Turista,Flexible
2019-04-26 03:04:00,MADRID,SEVILLA,2019-04-28 19:30:00,2019-04-28 22:05:00,AVE,76.3,Turista,Flexible
2019-04-28 21:43:56,MADRID,BARCELONA,2019-05-31 07:15:00,2019-05-31 16:37:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-21 03:49:39,SEVILLA,MADRID,2019-05-02 10:45:00,2019-05-02 13:17:00,AVE,53.4,Turista,Promo
2019-04-20 17:24:00,MADRID,SEVILLA,2019-05-19 15:00:00,2019-05-19 17:21:00,AVE,76.3,Turista,Flexible
2019-05-06 13:31:32,SEVILLA,MADRID,2019-05-26 21:00:00,2019-05-26 23:52:00,AV City,,,
2019-04-13 20:17:24,SEVILLA,MADRID,2019-04-27 15:45:00,2019-04-27 18:15:00,AVE,60.3,Turista,Promo
2019-04-24 11:04:30,MADRID,BARCELONA,2019-05-21 10:30:00,2019-05-21 13:15:00,AVE,66.75,Turista,Promo
2019-04-26 09:47:01,BARCELONA,MADRID,2019-05-02 18:00:00,2019-05-02 21:10:00,AVE,107.7,Turista,Flexible
2019-04-28 13:32:59,VALENCIA,MADRID,2019-05-31 18:10:00,2019-05-31 19:57:00,AVE,51.15,Turista,Promo
2019-04-17 21:47:21,BARCELONA,MADRID,2019-04-23 18:00:00,2019-04-23 21:10:00,AVE,66.75,Turista,Promo
2019-04-21 04:24:51,SEVILLA,MADRID,2019-05-16 12:18:00,2019-05-16 14:56:00,ALVIA,,Turista,Promo
2019-05-05 15:28:50,PONFERRADA,MADRID,2019-05-14 02:36:00,2019-05-14 09:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-15 06:36:05,SEVILLA,MADRID,2019-04-29 18:45:00,2019-04-29 21:17:00,AVE,47.3,Turista,Promo
2019-04-19 05:00:56,MADRID,SEVILLA,2019-04-27 08:00:00,2019-04-27 10:32:00,AVE,60.3,Turista,Promo
2019-04-16 17:26:13,MADRID,PONFERRADA,2019-04-27 14:40:00,2019-04-27 18:52:00,LD,57.0,Turista con enlace,Flexible
2019-04-22 20:29:45,PONFERRADA,MADRID,2019-05-05 17:15:00,2019-05-05 22:14:00,MD-AVE,40.6,Turista con enlace,Promo +
2019-04-22 03:30:52,MADRID,VALENCIA,2019-05-08 11:10:00,2019-05-08 13:25:00,INTERCITY,29.9,Turista,Promo
2019-04-18 14:18:14,SEVILLA,MADRID,2019-05-12 15:45:00,2019-05-12 18:15:00,AVE,76.3,Turista,Flexible
2019-04-28 17:25:18,MADRID,VALENCIA,2019-05-01 06:20:00,2019-05-01 12:55:00,REGIONAL,28.35,Turista,Adulto ida
2019-04-12 08:14:17,MADRID,BARCELONA,2019-05-31 17:00:00,2019-05-31 19:30:00,AVE,127.1,Turista,Flexible
2019-04-16 19:04:30,MADRID,BARCELONA,2019-05-12 15:30:00,2019-05-12 18:40:00,AVE,90.5,Turista Plus,Promo
2019-04-16 12:17:58,BARCELONA,MADRID,2019-05-25 11:00:00,2019-05-25 13:45:00,AVE,86.8,Preferente,Promo
2019-04-20 07:45:37,MADRID,BARCELONA,2019-05-17 12:30:00,2019-05-17 15:30:00,AVE,85.1,Turista,Promo
2019-04-27 05:23:31,MADRID,SEVILLA,2019-05-20 06:20:00,2019-05-20 09:16:00,AV City,43.55,Turista,Promo
2019-04-28 19:44:17,MADRID,VALENCIA,2019-05-13 16:45:00,2019-05-13 18:50:00,ALVIA,35.5,Turista,Promo
2019-04-21 03:00:28,VALENCIA,MADRID,2019-05-14 09:00:00,2019-05-14 11:33:00,ALVIA,35.5,Turista,Promo
2019-04-16 08:28:38,MADRID,BARCELONA,2019-05-24 19:00:00,2019-05-24 21:30:00,AVE,88.95,Turista,Promo
2019-04-20 07:03:16,MADRID,SEVILLA,2019-04-30 08:00:00,2019-04-30 10:32:00,AVE,76.3,Turista,Flexible
2019-04-23 22:40:28,MADRID,SEVILLA,2019-05-03 11:00:00,2019-05-03 13:32:00,AVE,76.3,Turista,Flexible
2019-04-21 03:39:28,BARCELONA,MADRID,2019-04-22 19:00:00,2019-04-22 22:00:00,AVE,181.5,Preferente,Flexible
2019-04-22 06:08:57,BARCELONA,MADRID,2019-05-17 08:00:00,2019-05-17 11:10:00,AVE,85.1,Turista,Promo
2019-04-21 15:11:45,SEVILLA,MADRID,2019-05-09 17:45:00,2019-05-09 20:17:00,AVE,69.4,Preferente,Promo
2019-05-06 01:41:16,MADRID,VALENCIA,2019-05-22 12:40:00,2019-05-22 14:20:00,AVE,21.95,Turista,Promo
2019-04-16 10:18:19,MADRID,VALENCIA,2019-05-23 16:55:00,2019-05-23 21:58:00,AVE-LD,56.1,Turista con enlace,Flexible
2019-04-22 04:26:30,SEVILLA,MADRID,2019-05-29 08:45:00,2019-05-29 11:15:00,AVE,60.3,Turista,Promo
2019-04-26 13:32:46,SEVILLA,MADRID,2019-06-01 18:45:00,2019-06-01 21:17:00,AVE,61.45,Preferente,Promo
2019-05-09 01:16:41,BARCELONA,MADRID,2019-05-13 10:00:00,2019-05-13 13:10:00,AVE,143.4,Preferente,Promo
2019-04-16 06:03:51,MADRID,SEVILLA,2019-05-28 18:00:00,2019-05-28 20:32:00,AVE,76.3,Turista,Flexible
2019-04-19 22:16:21,VALENCIA,MADRID,2019-05-22 07:40:00,2019-05-22 09:20:00,AVE,57.75,Turista,Promo
2019-04-15 11:35:41,VALENCIA,MADRID,2019-05-08 15:10:00,2019-05-08 17:03:00,AVE,39.45,Turista,Promo
2019-04-16 13:37:05,PONFERRADA,MADRID,2019-05-16 13:44:00,2019-05-16 19:21:00,LD,47.0,Turista con enlace,Flexible
2019-04-26 19:42:07,PONFERRADA,MADRID,2019-05-03 11:44:00,2019-05-03 16:00:00,MD-LD,54.1,Turista con enlace,Flexible
2019-04-16 10:36:15,VALENCIA,MADRID,2019-05-31 17:10:00,2019-05-31 18:50:00,AVE,57.75,Turista,Promo
2019-05-04 15:15:49,BARCELONA,MADRID,2019-05-24 09:00:00,2019-05-24 11:45:00,AVE,102.15,Turista Plus,Promo
2019-04-20 11:09:22,MADRID,BARCELONA,2019-04-29 20:00:00,2019-04-29 22:30:00,AVE,88.95,Turista,Promo
2019-04-15 22:33:51,MADRID,BARCELONA,2019-05-13 16:00:00,2019-05-13 18:30:00,AVE,88.95,Turista,Promo
2019-04-21 13:17:51,BARCELONA,MADRID,2019-05-20 09:03:00,2019-05-20 18:07:00,R. EXPRES,43.25,Turista,Adulto ida
2019-04-21 07:53:23,VALENCIA,MADRID,2019-05-18 21:05:00,2019-05-18 23:32:00,INTERCITY,29.9,Turista,Promo
2019-04-16 04:21:24,VALENCIA,MADRID,2019-04-27 19:15:00,2019-04-27 21:01:00,AVE,27.8,Turista,Promo
2019-04-17 21:31:23,MADRID,SEVILLA,2019-05-28 12:00:00,2019-05-28 14:32:00,AVE,47.3,Turista,Promo
2019-04-24 05:27:06,PONFERRADA,MADRID,2019-05-09 02:36:00,2019-05-09 09:31:00,TRENHOTEL,45.8,Turista,Flexible
2019-04-19 01:31:24,MADRID,VALENCIA,2019-05-31 10:40:00,2019-05-31 12:20:00,AVE,39.45,Turista,Promo
2019-04-23 13:33:37,BARCELONA,MADRID,2019-05-09 15:25:00,2019-05-09 17:55:00,AVE,68.65,Turista,Promo
2019-04-24 09:14:56,MADRID,VALENCIA,2019-05-09 06:45:00,2019-05-09 08:38:00,AVE,33.65,Turista,Promo
2019-04-26 11:27:17,MADRID,VALENCIA,2019-05-20 17:40:00,2019-05-20 19:20:00,AVE,27.8,Turista,Promo
